MFCC_1;MFCC_2;MFCC_3;MFCC_4;MFCC_5;MFCC_6;MFCC_7;MFCC_8;MFCC_9;MFCC_10;MFCC_11;MFCC_12;MFCC_13;AVG_1;AVG_2;AVG_3;AVG_4;AVG_5;AVG_6;AVG_7;AVG_8;AVG_9;AVG_10;AVG_11;AVG_12;AVG_13;Palabra
53,89;0,99;-2,13;-0,53;0,13;0,31;0,02;-0,64;-0,15;0,81;-0,92;-0,36;0,51;44,55;1,98;-0,34;0,25;-0,09;0,22;0,18;0,07;0,12;0,18;-0,31;0,02;0,05;1
53,77;1,68;-2,75;-1,21;-0,07;-0,44;-0,41;-0,35;-0,01;0,36;-0,12;-0,41;0,24;44,98;2,03;-0,62;0,18;-0,03;0,2;0,1;-0,02;0,14;0,28;-0,29;-0,06;0;1
56,05;0,98;-1,06;-0,62;0,26;0,59;0,17;0,04;-0,21;0,19;0,31;-0,16;-0,71;46,33;1,83;-0,75;0,03;0,04;0,28;0,09;-0,02;0,03;0,24;-0,26;-0,13;-0,07;1
51,98;2,59;-2,18;-1,85;-0,94;0,26;0,01;-0,14;-0,42;-0,41;-0,33;-0,32;0;47,45;1,78;-0,93;-0,22;-0,07;0,25;0,08;-0,06;-0,04;0,13;-0,34;-0,18;-0,04;1
52,06;0,77;-0,49;-0,79;-0,93;-0,05;0,25;0,25;-0,37;-0,54;-0,42;0,2;0,19;48,54;1,61;-0,96;-0,32;-0,16;0,18;0,09;-0,07;-0,09;0,09;-0,32;-0,15;0,01;1
43,84;1,82;-0,18;-0,11;-1,28;-0,36;0,33;-0,4;-0,94;-0,36;-0,01;0,36;0,3;48,76;1,64;-1,04;-0,44;-0,33;0,16;0,15;-0,1;-0,17;0,07;-0,31;-0,13;0,03;1
42,21;1,15;-0,47;0,36;0,51;1,06;0,57;0,45;0,87;0,43;-0,03;0,12;0,07;48,96;1,54;-1,09;-0,44;-0,29;0,19;0,11;-0,06;-0,12;0,1;-0,27;-0,12;0,01;1
40,18;2,47;-0,22;0,47;0,19;0,89;0,45;0,1;0,22;0,2;-0,11;-0,04;-0,01;48,95;1,68;-1,1;-0,44;-0,27;0,24;0,1;-0,09;-0,1;0,11;-0,23;-0,09;0,05;1
40,55;2,4;-0,11;0,49;0,25;0,43;0,44;-0,12;-0,07;-0,02;-0,45;0,08;-0,18;48,85;1,58;-1,1;-0,4;-0,14;0,32;0,17;-0,13;-0,12;0,1;-0,24;-0,08;0,03;1
39,77;2,22;-0,37;1,1;0,07;0,57;0,1;-0,01;-0,7;0,05;-0,13;0,02;0,56;47,43;1,71;-0,99;-0,27;-0,18;0,33;0,19;-0,08;-0,18;0,07;-0,22;-0,05;0,1;1
38,94;1,92;-0,88;0,44;-0,31;0,29;0;-0,18;-0,28;-0,28;-0,74;-0,63;-0,28;45,94;1,8;-0,87;-0,17;-0,22;0,32;0,19;-0,03;-0,19;-0,04;-0,2;-0,08;0,02;1
42,95;2,37;-0,31;-0,71;-0,98;-0,33;-0,03;-0,35;-0,42;-0,36;-0,53;-0,38;-0,11;44,85;1,87;-0,63;-0,12;-0,31;0,33;0,23;-0,03;-0,23;-0,11;-0,24;-0,07;-0,02;1
48,32;0,06;-0,43;-1,86;-1,27;-0,13;-0,45;-0,84;0,11;-0,64;-0,26;-0,35;0,11;44,08;1,78;-0,56;-0,25;-0,47;0,26;0,17;-0,12;-0,2;-0,19;-0,3;-0,09;0,07;1
55,27;1,17;-2,14;-0,57;0,32;0,04;0,26;0,11;0,2;0,23;-0,29;-0,44;0,5;44,41;1,64;-0,56;-0,12;-0,34;0,24;0,19;-0,1;-0,14;-0,13;-0,3;-0,11;0,12;1
55,7;0,78;-2,98;-0,42;0,21;-0,15;-0,23;0,28;0,29;0,79;-0,32;-0,67;0,12;44,77;1,64;-0,81;-0,08;-0,23;0,23;0,14;-0,1;-0,07;0;-0,29;-0,19;0,11;1
55,35;1,29;-2,88;-1,31;0,09;0;-0,27;-0,29;0,08;0,49;0,41;0,19;0,55;45,93;1,58;-1,08;-0,2;-0,09;0,27;0,08;-0,09;0,03;0,09;-0,25;-0,21;0,13;1
56,02;0,57;-1,24;-0,87;-0,44;0,33;0,39;0,07;-0,33;-0,12;-0,22;0,14;0,23;47,31;1,53;-1,16;-0,32;-0,19;0,19;0,07;-0,12;-0,09;0,03;-0,26;-0,21;0,15;1
53,06;2,64;-1,85;-0,86;-0,52;-0,32;-0,01;-0,04;-0,15;0,27;0,01;0,14;-0,05;48,59;1,54;-1,32;-0,46;-0,26;0,07;0,02;-0,14;-0,13;0,04;-0,25;-0,19;0,15;1
50,2;2,17;-0,47;-0,98;-1,15;-0,04;0,26;0,24;0,01;0,64;0,44;0,29;0,21;49,56;1,52;-1,35;-0,6;-0,4;0,03;0;-0,1;-0,12;0,11;-0,16;-0,17;0,19;1
45,65;2,18;1,02;0,16;-0,96;-0,19;0,01;0,21;0,13;0,56;0,13;0,07;0,41;50,15;1,52;-1,22;-0,7;-0,5;-0,05;-0,01;-0,08;-0,04;0,16;-0,14;-0,16;0,17;1
40,8;2,77;-0,41;0,81;0,35;0,91;0,09;-0,16;-0,42;0,13;0,45;0,19;0,19;50,33;1,6;-1,17;-0,66;-0,43;0,01;0;-0,08;-0,05;0,2;-0,02;-0,08;0,22;1
39,95;2,89;-0,03;1,55;-0,3;0,27;0,52;0,95;0,61;0,37;0,56;0,5;0,27;50,03;1,65;-1,14;-0,43;-0,37;0,07;0,06;0,05;0,05;0,27;0,09;0,01;0,25;1
40,23;1,73;0,08;0,41;-0,11;0,29;0,79;0,82;0,53;0,63;0,67;0,09;0,08;49,22;1,82;-1,09;-0,21;-0,25;0,12;0,18;0,22;0,09;0,4;0,18;0,05;0,25;1
39,88;1,54;0,15;0,12;-0,28;-0,03;0,5;0,41;-0,03;0,59;0,01;-0,14;0;47,68;1,86;-0,86;-0,14;-0,31;0,11;0,21;0,25;0,07;0,44;0,21;0,08;0,2;1
43,02;-0,07;-0,51;0,4;0,57;0,53;0,51;0,71;-0,08;-0,52;-0,77;-0,38;-0,46;46,42;1,77;-0,61;-0,06;-0,27;0,18;0,28;0,29;0,03;0,3;0,17;0,11;0,14;1
41,25;2,54;0,76;-0,03;-0,47;-0,29;-0,18;0,16;0,4;0,19;0,21;0,13;-0,3;45,01;1,9;-0,25;0,07;-0,33;0,15;0,29;0,34;0,07;0,27;0,15;0,1;0,06;1
53,61;1,58;-1,74;0,05;0,74;0,18;0,03;-0,53;0,01;0,54;-0,65;-0,97;-0,01;44,76;2;-0,3;0,16;-0,21;0,13;0,25;0,28;0,1;0,34;0,11;-0,01;0,03;1
54,45;0,92;-2,69;-0,73;-0,11;-1,28;-1,1;-1,01;-0,4;0,2;-0,55;-1;0,06;44,9;1,82;-0,38;0,18;-0,17;0,04;0,14;0,18;0,07;0,33;0,05;-0,12;0,05;1
54,66;2,34;-3,36;-0,52;0,93;-0,75;0,18;0,17;0,2;0,57;0,27;-0,07;0,15;45,35;1,84;-0,67;0,22;0,04;-0,03;0,14;0,17;0,09;0,33;0,03;-0,16;0,04;1
56,73;0,9;-1,26;-0,44;0,29;0,62;0,24;-0,04;-0,43;0,26;0,51;-0,14;-0,62;46,46;1,71;-0,9;0,16;0,16;0,05;0,16;0,15;0,04;0,29;0,07;-0,18;-0,06;1
54,34;1,26;-1,23;-1,22;-0,71;-0,42;-0,54;0,36;0,13;-0,1;-0,2;-0,35;-0,26;47,81;1,56;-0,98;-0,04;0,06;-0,09;0,1;0,2;0,09;0,27;0,01;-0,23;-0,11;1
52,51;1,34;-1,09;-0,94;-1,02;-0,39;0,09;-0,18;-0,22;-0,16;-0,3;-0,07;-0,48;49,07;1,41;-1,09;-0,29;-0,02;-0,15;0,05;0,09;0,01;0,22;-0,08;-0,29;-0,18;1
50,59;1,25;-0,64;-0,47;-0,64;0,17;0,24;0,14;0,01;0,31;0,22;0,32;0,05;50,1;1,36;-1,16;-0,38;-0,07;-0,17;0;0,02;-0,04;0,19;-0,12;-0,27;-0,19;1
39,94;1,66;0,03;0,52;0,26;0,43;0,47;0,66;0,48;0,94;0,66;0,6;0,49;50,11;1,37;-1,17;-0,34;-0,02;-0,12;-0,01;0,04;0,01;0,22;-0,06;-0,19;-0,14;1
41,62;2,15;-0,07;0,14;-0,12;0,42;0,8;0,89;0,48;0,8;0,6;-0,08;-0,34;49,97;1,59;-1,13;-0,36;-0,08;-0,13;0,02;0,06;0,07;0,35;0,08;-0,16;-0,13;1
39,38;2,57;-0,7;0,65;-0,24;0,76;-0,17;0,61;0,67;0,17;-0,27;-0,17;-0,18;49,78;1,6;-1,27;-0,29;-0,06;-0,02;0,03;0,11;0,09;0,35;0,03;-0,19;-0,12;1
41,12;1,03;0,05;0,31;0,08;0,16;-0,25;-0,3;-0,05;0,1;-0,02;-0,18;-0,25;48,54;1,54;-1,09;-0,27;-0,13;-0,03;0;0,13;0,09;0,31;0,09;-0,11;-0,14;1
40,38;1,74;-0,08;1,15;0,7;0,45;0,14;-0,09;0,13;0,33;-0,26;0,03;0,17;47,13;1,63;-0,83;-0,08;-0,04;0,15;0,12;0,22;0,14;0,32;0,12;-0,01;-0,13;1
41,12;2,48;0,18;-0,06;-0,59;-0,41;0;0,35;-0,09;0,03;0,05;0,2;-0,51;45,77;1,64;-0,48;-0,03;-0,2;0,18;0,1;0,24;0,11;0,27;0,1;0,02;-0,19;1
39,35;1,81;-0,59;-0,17;-0,97;0,16;0,27;0,46;-0,16;0,51;0,2;-0,36;-0,05;44,04;1,73;-0,41;-0,01;-0,32;0,13;0,11;0,29;0,14;0,29;0,07;-0,01;-0,14;1
53,24;1,53;-2,36;0,51;0,24;0,25;-0,18;-0,21;0,2;0,31;-0,96;-0,98;0,51;43,93;1,76;-0,53;0,17;-0,23;0,2;0,14;0,23;0,15;0,33;-0,01;-0,07;-0,06;1
54,98;0,11;-2,41;-0,76;-0,29;-0,46;-1,12;-0,82;-0,47;0,15;-0,8;-0,72;0,19;44,17;1,63;-0,66;0,18;-0,16;0,19;0,02;0,17;0,12;0,37;-0,06;-0,13;0,01;1
53,13;2,59;-2,99;-1,03;0,44;-0,47;0,15;0;0,31;0,71;0,4;-0,4;0,99;44,43;1,77;-0,89;0,13;-0,05;0,13;0,01;0,16;0,15;0,41;-0,04;-0,21;0,1;1
55,14;1,08;-1,62;-1,01;0,13;0,46;0,11;-0,19;-0,46;0,14;0,31;0,29;0,19;45,95;1,71;-1,06;-0,03;-0,06;0,13;-0,02;0,07;0,06;0,33;-0,07;-0,24;0,07;1
53,12;1,81;-1,83;-1,04;-1,06;-0,66;-0,19;-0,22;-0,21;-0,16;-0,22;0,02;-0,21;47,1;1,67;-1,24;-0,14;-0,16;0,02;-0,12;-0,04;-0,01;0,23;-0,16;-0,23;0,09;1
48,61;1,99;0,08;-0,86;-1,92;-0,15;0,81;0,49;0,05;0,25;0,12;0,04;0,08;48,02;1,62;-1,16;-0,29;-0,32;-0,07;-0,03;-0,05;-0,07;0,24;-0,12;-0,21;0,11;1
42,67;2,62;-0,41;0,49;-0,34;0,35;0,43;0,45;0,73;0,72;0,25;0,52;0,26;48,17;1,78;-1,2;-0,28;-0,36;-0,05;0,04;0,02;0;0,3;-0,09;-0,14;0,16;1
41,68;1,77;-0,02;0,62;0,05;0,33;0,31;0,65;0,56;0,69;0,41;0,36;-0,16;48,3;1,78;-1,2;-0,33;-0,43;-0,06;0,06;0,1;0,05;0,34;-0,02;-0,1;0,13;1
42,44;1,37;0,04;0,02;-0,01;0,36;0,43;-0,1;0,47;0,64;-0,34;0,02;0,5;48,44;1,67;-1,21;-0,32;-0,37;0,02;0,1;0,05;0,1;0,4;-0,06;-0,12;0,23;1
42,02;1,65;0,21;0,5;0,54;0,71;1,06;0,57;0,17;-0,66;-0,1;0,16;-0,26;48,7;1,65;-1,13;-0,26;-0,22;0,07;0,18;0,06;0,13;0,28;-0,09;-0,07;0,21;1
41,14;0,53;0;0,35;0,24;0,75;0,14;-0,14;-0,25;-0,64;-0,82;-1,06;-0,7;47,49;1,55;-0,9;-0,27;-0,22;0,12;0,21;0,07;0,09;0,18;-0,08;-0,08;0,09;1
39,83;1,68;-0,99;0,18;-0,04;0,79;0,22;0,23;0,18;-0,07;-0,34;-0,41;-0,35;45,98;1,71;-0,75;-0,18;-0,2;0,25;0,35;0,17;0,15;0,16;-0,03;-0,05;0,03;1
45,69;0,9;-0,51;-0,96;-1,07;-0,34;-0,46;-0,4;-0,4;-0,39;-0,43;-0,29;-0,4;45,23;1,54;-0,51;-0,17;-0,35;0,26;0,29;0,13;0,08;0,05;-0,12;-0,04;-0,11;1
45,9;2,62;0,65;-0,94;-0,5;-0,4;0,26;0,39;0,25;0,09;-0,62;0,31;-0,22;44,31;1,69;-0,28;-0,16;-0,41;0,17;0,3;0,19;0,15;0,05;-0,21;-0,03;-0,15;1
56,65;0,31;-1,36;-0,14;0,44;-0,19;-0,23;0,18;0,52;0,19;-0,54;-0,24;0,53;44,66;1,54;-0,23;-0,07;-0,26;0,22;0,3;0,23;0,23;0,08;-0,24;-0,06;-0,07;1
55,95;1,94;-3,23;-0,2;1,14;-0,42;0,4;-0,29;-0,27;0,1;-0,08;-0,51;0,27;45,4;1,54;-0,56;-0,01;0,05;0,2;0,25;0,15;0,19;0,07;-0,26;-0,12;-0,05;1
53,68;2,96;-3,48;-0,6;0,51;-0,53;0,81;-0,48;0,23;0,67;0,33;0,21;0,33;46,5;1,57;-0,87;-0,12;0,13;0,11;0,29;0,06;0,14;0,06;-0,25;-0,15;-0,05;1
54,26;1,71;-1,2;-1,33;-1,13;-0,15;0,02;-0,18;-0,18;0,31;0,04;-0,15;-0,03;47,76;1,57;-0,99;-0,31;0,01;0,06;0,26;-0,02;0,07;0,02;-0,29;-0,2;-0,03;1
51,82;2,59;-1,66;-1,31;-1,05;-0,24;0,46;-0,18;-0,33;0,29;-0,06;-0,28;-0,54;48,69;1,69;-1,16;-0,44;-0,09;0;0,27;-0,03;-0,01;-0,01;-0,26;-0,23;-0,14;1
48,83;2,28;-1,19;-1,32;-1,18;-0,34;0,31;-0,25;-0,84;-0,46;-0,29;0,06;0,1;49,37;1,75;-1,3;-0,62;-0,26;-0,11;0,19;-0,11;-0,11;0,01;-0,28;-0,24;-0,1;1
44,72;2,93;0,83;-0,04;0,15;-0,24;0,1;-0,44;0,26;0,23;0,79;0,1;-0,18;49,73;1,99;-1,21;-0,66;-0,27;-0,21;0,19;-0,14;-0,06;0,1;-0,12;-0,12;-0,05;1
41,13;2,77;0,46;0,81;0,14;0,85;0,13;0,4;0,49;0,37;-0,13;-0,17;0,21;49,86;2,1;-1,07;-0,6;-0,26;-0,2;0,18;-0,12;-0,03;0,14;-0,1;-0,1;0,01;1
42,89;0,85;-0,12;0,46;0,04;-0,08;-0,31;0,36;0,41;0,2;-0,27;-0,33;-0,04;49,58;2,1;-1,03;-0,46;-0,14;-0,17;0,19;-0,05;0,05;0,2;-0,08;-0,1;0,05;1
40,38;2,43;-0,95;1;0,45;0,36;0,32;0,39;0,06;0,5;0,33;0,27;0,02;49,03;2,08;-1,19;-0,27;-0,05;-0,1;0,2;-0,05;0,03;0,24;0,01;-0,1;0,07;1
40,74;1,26;0,02;0,8;0,23;0,22;0,26;0,52;0,15;0,37;0,17;0,01;-0,28;47,44;2,17;-1,05;-0,17;-0,07;-0,06;0,25;-0,01;0;0,26;0,08;-0,08;-0,01;1
41,02;2,43;-0,06;0,08;-0,43;-0,13;-0,72;-0,23;-0,12;0,38;0,26;0,16;0;45,95;2,22;-0,74;-0,14;-0,23;-0,03;0,14;-0,01;0,01;0,29;0,12;-0,01;-0,04;1
42,06;2,76;-0,15;0,29;-0,93;-0,61;0,05;0,94;0,09;0,09;-0,02;0,34;0,42;44,79;2,2;-0,4;-0,05;-0,37;-0,04;0,06;0,13;0;0,23;0,08;0;-0,03;1
55,49;1,47;-1,68;-0,22;0,94;0,19;-0,04;-0,52;0,16;0,47;-0,76;-0,81;0,78;44,91;2,18;-0,45;0,06;-0,16;0;0,06;0,1;0,03;0,24;0;-0,07;0,05;1
56,53;1,72;-2,29;-0,17;0,61;-0,06;-0,32;-0,18;-0,13;0,5;-0,29;-0,59;0,42;45,38;2,09;-0,51;0,17;0;0,02;-0,02;0,1;0,05;0,27;-0,02;-0,1;0,15;1
54,05;2,1;-3,63;-0,94;0,64;-0,23;0,61;0,15;0,21;1,05;0,85;0,56;0,8;45,9;2,07;-0,76;0,21;0,18;0,03;0,01;0,14;0,16;0,42;0,09;-0,05;0,22;1
55,28;1,19;-1,2;-1,3;-0,55;0,13;-0,16;-0,04;-0,02;0,28;-0,07;-0,14;-0,19;46,96;1,9;-0,96;0,08;0,11;0,06;-0,02;0,18;0,13;0,42;0,01;-0,07;0,21;1
52,16;2,98;-2,03;-1,09;-1,02;-0,16;0,48;-0,27;-0,22;0,26;-0,09;-0,58;-0,46;48,06;1,92;-1,21;-0,11;0;-0,04;0,02;0,11;0,06;0,41;0,01;-0,11;0,15;1
53,05;1,15;-0,47;-0,56;-0,76;0;0,18;-0,04;-0,36;-0,58;-0,56;0,37;0,31;49,08;1,95;-1,24;-0,21;-0,08;-0,03;0,07;0,07;-0,02;0,33;-0,02;-0,04;0,18;1
47,85;2,94;-0,34;-0,56;-1,21;0,2;0,71;0,03;-0,46;-0,01;0,34;0,4;0,23;49,82;2;-1,18;-0,37;-0,25;-0,05;0,11;0,04;-0,07;0,28;-0,02;-0,03;0,2;1
40,56;2,26;-0,26;0,59;0,87;1,36;0,55;0,72;0,14;0,25;0,29;0,02;0,27;49,81;2,1;-1,21;-0,39;-0,18;0,07;0,13;0,06;-0,07;0,27;-0,01;-0,03;0,26;1
40,3;2;-0,53;0,95;1;1,21;0,12;0,02;0;0,46;0,46;0,3;0,35;49,73;2,06;-1,26;-0,3;-0,04;0,2;0,22;0,08;-0,06;0,28;0,01;-0,01;0,29;1
41,51;0,23;-0,3;0,35;0,31;0,44;0,05;-0,35;-0,08;0,37;-0,57;-0,27;0,03;49,68;1,8;-1,27;-0,3;0,08;0,31;0,22;-0,05;-0,08;0,31;-0,04;-0,07;0,25;1
40,6;1,07;-0,49;0,73;0,7;0,89;0,41;0,74;0,39;0,04;0,28;0,14;0,21;48,19;1,77;-1,15;-0,2;0,06;0,38;0,26;0,08;-0,05;0,26;0,06;0,02;0,19;1
39,65;1,7;-0,89;0,94;0,41;0,67;0,34;0,68;0,01;-0,31;0,39;0,14;-0,52;46,5;1,76;-1,01;-0,09;0,04;0,45;0,33;0,16;-0,04;0,18;0,13;0,09;0,1;1
43,73;1,68;0,1;-0,38;-0,7;-0,23;0,05;-0,1;-0,54;-0,1;0,01;0,15;0,01;45,47;1,72;-0,64;-0,03;-0,1;0,45;0,27;0,14;-0,12;0,07;0,05;0,05;0,02;1
51,43;1,7;-0,91;-1,2;-0,44;0,51;0,37;-0,64;-0,62;0,19;-0,19;-0,42;-0,25;45,09;1,77;-0,61;-0,02;-0,08;0,49;0,33;0,08;-0,17;0,06;0,04;0,02;0,02;1
54,66;1,51;-2,51;-0,41;0,38;-0,3;0,08;-0,6;0,17;-0,07;-0,48;-0,79;0,5;45,33;1,63;-0,66;0,04;0,06;0,48;0,28;0,05;-0,14;0,03;0;0;0,11;1
57,37;-0,6;-2,25;-0,46;-0,05;-0,3;-0,75;-0,7;-0,78;-0,43;-0,54;-0,48;-0,16;45,77;1,45;-0,84;0,05;0,13;0,45;0,19;-0,02;-0,18;0,04;0;-0,08;0,07;1
53,88;2,93;-2,94;-0,87;0,32;-0,22;0,05;0,04;-0,15;0,63;0,19;0,04;0,36;46,37;1,45;-1,1;0,02;0,28;0,4;0,13;-0,02;-0,15;0,1;-0,02;-0,12;0,08;1
53,98;2,23;-1,29;-0,99;0,03;0,84;0,22;-0,26;-0,38;0,02;-0,1;0,11;0,17;47,71;1,45;-1,2;-0,13;0,2;0,35;0,09;-0,12;-0,2;0,08;-0,05;-0,11;0,07;1
53,67;1,61;-1,38;-1,4;-0,57;-0,35;-0,56;0,1;0,05;-0,17;-0,39;-0,43;-0,55;49,05;1,41;-1,29;-0,37;0,04;0,2;0,03;-0,11;-0,19;0,02;-0,14;-0,18;-0,02;1
53,04;0,61;-0,61;-0,87;-0,83;0,19;0,18;-0,09;-0,26;-0,02;-0,07;0,2;0,27;50,2;1,45;-1,32;-0,49;-0,08;0,17;0,04;-0,08;-0,21;-0,02;-0,09;-0,13;0;1
44,96;3,32;0,59;0,28;-1,1;0,07;0,52;0,44;0,12;-0,05;0;0,57;0,54;50,64;1,67;-1,21;-0,54;-0,26;0,09;0,05;-0,11;-0,24;-0,03;-0,12;-0,09;0,04;1
41,9;1,6;-0,23;-0,11;-0,19;0,27;0,01;-0,02;0,15;0,42;0,77;0,36;-0,26;50,86;1,66;-1,14;-0,64;-0,32;0,05;0,02;-0,18;-0,22;0,04;-0,08;-0,07;0,06;1
41,57;1,69;0,05;0,62;0,81;0,56;0,06;0,43;0,47;0,36;0,29;0,33;0,37;50,65;1,66;-1,15;-0,54;-0,16;0,13;0,02;-0,13;-0,12;0,09;-0,05;-0,05;0,1;1
40,64;2,08;-0,67;1,01;0,73;1,02;0,61;0,2;-0,03;-0,33;-0,34;0;-0,05;49,57;1,7;-1,12;-0,32;-0,05;0,18;0,04;-0,05;-0,06;0,04;-0,07;-0,01;0,12;1
40,73;2,78;-0,33;0,88;-0,2;0,93;0,61;0,48;-0,18;-0,11;-0,14;0,55;0,1;48,17;1,83;-0,9;-0,19;-0,11;0,3;0,09;0,06;-0,1;0,03;-0,03;0,12;0,08;1
40,07;2,43;-1,06;0,25;-0,21;0,3;1,02;0,72;-0,08;-0,39;0,16;0,46;-0,44;46,44;2,13;-0,79;-0,12;-0,12;0,36;0,27;0,2;-0,03;0,04;0,04;0,22;0,05;1
46,15;1,15;-0,27;-0,95;-1,2;-0,63;-0,29;0,19;-0,15;-0,02;0,01;0,12;0,04;45,67;1,95;-0,52;-0,13;-0,27;0,32;0,24;0,22;-0,03;-0,03;0,02;0,23;0,02;1
55,08;0,72;-1,58;-0,84;0,06;0,41;-0,18;-0,33;-0,04;0,31;-0,21;-0,28;0,1;45,78;1,8;-0,55;-0,11;-0,27;0,28;0,2;0,21;0,01;0;0,01;0,19;0,01;1
55,88;2,65;-2,6;-0,02;1,2;-0,09;0,2;-0,4;0;-0,03;-0,08;-0,6;0,41;46;1,9;-0,67;0,03;-0,09;0,3;0,27;0,16;0;0,01;0,04;0,17;0,11;1
55,11;2,37;-3,11;-0,46;1,19;-0,7;0,28;-0,15;0,26;0,22;-0,26;-0,83;0,55;46,21;2,08;-0,92;0,07;0,11;0,21;0,28;0,16;0,05;0,04;0,02;0,07;0,14;1
52,61;3,39;-3,91;-1,26;0,83;-1,21;0,49;-0,31;-0,27;0,58;0,84;-0,21;0,34;46,97;2,09;-1,37;-0,09;0,3;0,09;0,28;0,08;0,01;0,1;0,1;-0,01;0,11;1
53,79;1,15;-2,29;-2,07;-0,88;0,09;-0,26;-0,36;-0,18;0,27;0,44;0,54;0,16;48,16;2,04;-1,58;-0,28;0,23;0,07;0,25;0,05;-0,02;0,09;0,07;0,01;0,16;1
53,56;0,08;-1,17;-1,39;-1,11;-0,08;0,29;0,56;0,24;0,33;0,5;0,81;0,73;49,36;1,88;-1,7;-0,48;0,04;0;0,28;0,06;-0,04;0,08;0,09;0,06;0,19;1
50,72;0,9;-0,56;-0,97;-0,87;0;0,27;0,4;0,07;0,42;0,41;0,55;0,61;50,37;1,76;-1,69;-0,68;-0,12;-0,1;0,24;0,08;-0,03;0,16;0,17;0,11;0,26;1
42,37;3,67;0,67;0,63;-0,26;-0,34;-0,18;-0,09;0,37;0,22;0,33;0,33;0,13;50,53;1,85;-1,59;-0,71;-0,13;-0,22;0,16;0,02;0,02;0,19;0,21;0,09;0,26;1
41,07;2,8;0,12;1,07;0,01;0,65;-0,51;-0,24;-0,01;-0,28;0,03;0,28;0,32;50,63;1,89;-1,47;-0,63;-0,1;-0,19;0,01;-0,07;0,03;0,2;0,2;0,07;0,34;1
41,39;2,71;0,45;1,04;0,06;0,98;0,11;0,19;0,37;0;0,39;0,45;-0,24;50,16;2,04;-1,4;-0,43;0,02;-0,03;0,05;-0,07;0,08;0,2;0,24;0,1;0,31;1
40,63;2,42;0,15;0,51;0,06;1,25;0,59;0,09;-0,25;-0,01;-0,01;0,05;0,14;48,71;2,21;-1,22;-0,29;0,02;0,06;0,13;-0,03;0,06;0,17;0,26;0,14;0,31;1
40,41;1,6;0,12;0,85;0,21;0,48;0,33;0,38;0,44;0,06;0,11;0,15;0,24;47,17;2,11;-0,95;-0,2;-0,07;0,11;0,14;0,05;0,1;0,18;0,28;0,21;0,3;1
38,93;1,81;-0,8;0,45;-0,53;0,45;-0,03;-0,18;-0,41;-0,23;0,44;0,14;-0,09;45,55;2,05;-0,72;-0,11;-0,25;0,23;0,11;0,04;0,04;0,14;0,35;0,31;0,23;1
39,86;2,76;-0,28;0,98;-0,29;1,01;0,77;0,54;0,07;-0,49;0;0,31;-0,09;44,27;1,99;-0,36;0,11;-0,36;0,45;0,14;0,13;0,07;0,03;0,27;0,36;0,19;1
46,59;0,99;-0,08;-0,41;-0,95;0,38;0,28;0,46;-0,43;0,12;-0,28;0,16;0,56;43,55;1,97;-0,14;0,28;-0,37;0,48;0,19;0,21;0,05;0,02;0,19;0,32;0,23;1
55,12;1,53;-2,26;-0,55;0,55;-0,01;-0,31;0,01;-0,21;0,23;-0,39;-0,7;0,34;43,71;2,12;-0,25;0,36;-0,2;0,48;0,13;0,15;0;0,01;0,1;0,17;0,19;1
57,53;-0,11;-2,24;-0,52;0,04;0,08;0,01;0,34;0,08;0,54;0,01;-0,11;-0,02;44,39;2,02;-0,41;0,4;-0,11;0,49;0,11;0,15;0;0,02;0,06;0,11;0,13;1
56,69;1,05;-2,38;-0,97;0,38;-0,01;-0,02;0,3;-0,1;0,66;0,66;0,17;0,31;45,82;1,75;-0,72;0,24;-0,05;0,53;0,12;0,19;-0,04;0,06;0,1;0,09;0,15;1
54,42;0,99;-1,37;-1,69;-1,28;0,2;0,33;-0,42;-0,64;0,13;0,33;0,35;0,09;47,16;1,57;-0,87;-0,03;-0,18;0,48;0,21;0,17;-0,11;0,1;0,13;0,1;0,12;1
51,88;2,7;-1,05;-0,81;-0,98;0,36;0,55;-0,48;-0,53;-0,15;-0,47;-0,19;-0,1;48,21;1,57;-1,02;-0,22;-0,28;0,42;0,25;0,1;-0,2;0,09;0,04;0,03;0,14;1
48,97;1,67;-0,41;-0,75;-1,11;0,48;0,89;0,38;0,34;0,86;0,52;0,09;0,36;49,04;1,5;-1,07;-0,34;-0,4;0,34;0,28;0,13;-0,14;0,17;0,09;0,04;0,16;1
41,32;2,12;0,27;0,81;0,74;0,65;0,16;0,21;0,33;0,03;0,55;0,73;0,44;49,13;1,55;-1,06;-0,35;-0,34;0,36;0,26;0,11;-0,15;0,17;0,14;0,09;0,18;1
41,89;1,93;0,25;0,46;-0,02;0,71;0,63;0,23;-0,03;0,1;0,21;0,14;0,05;49,43;1,56;-0,95;-0,34;-0,29;0,38;0,33;0,16;-0,11;0,2;0,11;0,09;0,19;1
41,13;2,64;0,29;0,83;-0,22;0,68;0,18;-0,01;-0,29;-0,02;0,01;0,33;0,49;49,56;1,55;-0,9;-0,36;-0,28;0,35;0,27;0,1;-0,15;0,25;0,11;0,1;0,25;1
40,31;0,9;-0,29;1,18;1,53;1,21;0,54;0,01;-0,42;0,25;0,06;-0,19;0,56;48,93;1,54;-0,92;-0,2;-0,04;0,43;0,3;0,06;-0,15;0,26;0,15;0,06;0,25;1
