MFCC_1;MFCC_2;MFCC_3;MFCC_4;MFCC_5;MFCC_6;MFCC_7;MFCC_8;MFCC_9;MFCC_10;MFCC_11;MFCC_12;MFCC_13;AVG_1;AVG_2;AVG_3;AVG_4;AVG_5;AVG_6;AVG_7;AVG_8;AVG_9;AVG_10;AVG_11;AVG_12;AVG_13;Palabra
50,63;3,02;-0,26;-0,87;-0,8;-0,17;0,13;0,4;-0,05;-0,13;-0,34;-0,07;0,42;50,28;1,86;-1,16;-0,6;-0,23;0,14;0,12;0,07;0,01;0,11;-0,07;-0,15;0,1;1
44;3,93;0,33;1,05;-0,83;0,3;-0,22;-0,25;-0,09;-0,08;0,15;-0,04;0,18;50,68;1,99;-1,17;-0,63;-0,31;0,15;0,08;0,01;-0,02;0,05;-0,06;-0,12;0,14;1
42,26;2,53;-0,01;1,51;-0,87;0,19;0,78;0,18;0,12;-0,06;-0,16;0,06;0,13;50,09;2,01;-1,1;-0,4;-0,35;0,18;0,17;-0,01;-0,06;0,02;-0,04;-0,1;0,16;1
40,42;2,31;-0,44;1,06;0,51;0,37;0,34;0,07;0,33;0,62;0,24;-0,13;-0,13;49,72;1,88;-0,99;-0,26;-0,25;0,24;0,22;-0,01;-0,01;0,11;0;-0,08;0,15;1
41,81;0,04;0,59;0,22;-0,18;1,09;0,62;0,13;-0,01;-0,77;-0,14;0,01;0,02;49,34;1,65;-0,91;-0,17;-0,19;0,33;0,22;-0,09;-0,03;0,06;0,03;-0,07;0,17;1
42,54;0,25;-0,07;0,3;-0,82;-0,02;-0,17;-0,69;-0,45;-0,23;0,2;0,26;-0,13;48,17;1,58;-0,76;-0,04;-0,31;0,29;0,2;-0,12;-0,11;0;0,01;-0,02;0,15;1
41,8;0,75;-0,07;0,24;-0,52;1,11;0,78;-0,27;-0,08;-0,64;-0,67;-0,26;-0,44;46,75;1,55;-0,52;0,03;-0,44;0,38;0,23;-0,11;-0,11;-0,08;-0,06;0,03;0,06;1
40,32;0,56;-0,52;0,82;0,13;0,55;0,53;0,2;0,36;0,1;-0,06;-0,15;-0,66;45,15;1,58;-0,35;0,16;-0,44;0,41;0,3;-0,04;-0,04;-0,1;-0,02;0,04;-0,05;1
41,47;0,8;-0,47;-0,03;0,21;0,49;0,79;0,48;-0,04;0,04;-0,26;-0,22;-0,14;43,88;1,54;-0,18;0,32;-0,39;0,44;0,41;0,02;-0,04;-0,13;-0,1;-0,02;-0,05;1
43,41;1,89;0,14;-0,99;-1,53;-0,08;0,18;-0,18;-0,21;0,21;0,33;0,26;-0,19;42,87;1,61;-0,08;0,33;-0,47;0,38;0,38;0,01;-0,01;-0,09;-0,07;-0,03;-0,09;1
55,14;0,97;-1,67;-1,06;-0,01;0,18;-0,05;-0,33;-0,16;0,4;-0,11;-0,32;0,05;43,32;1,4;-0,22;0,31;-0,39;0,42;0,36;-0,07;-0,02;-0,04;-0,05;-0,05;-0,13;1
55,75;2,09;-2,33;-0,13;0,78;0,17;0,08;-0,44;0,2;0,46;-0,06;-1,22;0,78;44,49;1,22;-0,49;0,2;-0,23;0,4;0,39;-0,09;0;0,01;-0,07;-0,17;-0,07;1
58,81;-0,35;-2;-0,42;0,32;0,09;-0,01;0,74;0,29;0,19;-0,06;-0,08;-0,12;46,15;0,93;-0,69;0;-0,11;0,39;0,31;-0,03;0,02;0,04;-0,06;-0,19;-0,09;1
58,14;0;-1,6;-0,77;-0,16;-0,04;-0,24;0,02;-0,03;0,4;0,37;0,23;0,03;47,92;0,7;-0,8;-0,18;-0,18;0,35;0,25;-0,03;-0,01;0,02;-0,05;-0,15;-0,08;1
51,22;3,29;-2,6;-1,07;-1,37;-0,06;0,57;-0,34;0,02;0,24;0,35;0,17;0,25;48,86;1,02;-1,12;-0,31;-0,3;0,24;0,25;-0,08;-0,01;0,12;0;-0,13;-0,06;1
48,83;3,01;-0,49;-0,89;-1,91;-0,04;0,84;0,2;0,04;0,73;0,1;0,01;0,42;49,49;1,3;-1,16;-0,43;-0,41;0,24;0,35;0,01;0,04;0,21;-0,01;-0,16;0;1
43,87;1,42;-0,05;0,28;0,35;0,71;-0,19;0,2;-0,06;0,42;0,87;0,72;0,39;49,7;1,37;-1,16;-0,43;-0,32;0,2;0,25;0,05;0,04;0,32;0,15;-0,06;0,08;1
40,38;1,78;0,27;1,93;0,52;0,71;0,18;-0,4;-0,12;0,12;0,17;0;0,17;49,7;1,49;-1,08;-0,32;-0,28;0,21;0,22;-0,01;-0,01;0,32;0,17;-0,05;0,16;1
41,09;0,87;0,21;1,48;1,47;1,49;0,51;-0,28;-0,65;-0,54;-0,34;0,04;0,31;49,66;1,5;-1,01;-0,16;-0,15;0,31;0,19;-0,08;-0,07;0,26;0,16;-0,02;0,21;1
40,24;0,91;-0,39;0,75;0,25;1,25;1,33;0,6;0,24;0,23;0,39;0,13;-0,4;49,35;1,4;-1,07;0,01;0,02;0,45;0,3;0;-0,02;0,26;0,17;-0,03;0,19;1
40,38;0,84;-0,07;1,18;0,84;0,48;0,48;-0,18;-0,02;-0,2;-0,06;0,22;-0,26;47,87;1,39;-0,91;0,23;0,11;0,48;0,36;0,01;-0,01;0,2;0,17;0,02;0,16;1
40,6;1,87;-0,03;0,64;0,53;0,46;0,48;0,86;0,15;0,55;0,64;0,25;-0,32;46,35;1,36;-0,68;0,31;0,08;0,5;0,39;0,14;-0,01;0,21;0,24;0,17;0,05;1
39,19;1,82;0,42;1,06;-0,35;-0,13;0,11;0,39;0,52;0,55;-0,09;-0,22;0,08;44,39;1,58;-0,43;0,46;0,02;0,48;0,41;0,11;0,01;0,25;0,24;0,15;0,07;1
42,6;0,89;-1,07;-1,74;-1,79;-1,3;-0,89;-0,74;-0,97;-1,25;-1,1;-0,37;-0,29;42,84;1,67;-0,38;0,36;-0,15;0,36;0,34;0,03;-0,09;0,08;0,09;0,09;0,03;1
54,12;1,59;-1,82;-0,28;0,34;-0,36;-0,36;-0,03;0,38;0,4;-0,28;-0,63;0,23;43,13;1,5;-0,3;0,44;0,02;0,33;0,25;0,06;-0,05;0,1;0,03;0,02;0,03;1
55,48;1,96;-2,6;-0,09;0,66;-0,1;0,05;-0,4;0,25;0,32;-0,03;-0,74;0,29;43,79;1,39;-0,51;0,52;0,28;0,32;0,17;0;-0,03;0,06;0,02;-0,06;0,02;1
53,42;2,94;-3,28;-0,82;0,07;-0,39;0,68;-0,46;0,59;0,23;0,54;-0,11;0,5;44,75;1,55;-0,84;0,41;0,25;0,21;0,26;-0,06;0,04;0,04;-0,02;-0,14;0,03;1
55,32;0,38;-1,57;-1,73;-0,93;-0,26;-0,37;0,19;0,1;-0,05;0,14;0,38;0,1;46,24;1,41;-1,02;0,04;0,11;0,11;0,2;0;0,06;0,02;-0,02;-0,1;0,02;1
50,41;3,71;-1,72;-1,33;-1,16;0,25;0,66;-0,33;-0,69;0,27;0,49;0,2;0,16;47,18;1,69;-1,22;-0,24;-0,15;-0,01;0,22;-0,01;0,05;0,1;0,06;-0,09;0,01;1
49,54;1,88;-0,58;-1,12;-1,01;-0,04;0,14;0,17;-0,46;-0,4;-0,38;-0,03;0,2;48,11;1,79;-1,23;-0,42;-0,28;-0,14;0,1;-0,05;-0,02;0,04;-0,01;-0,1;0,07;1
42,68;1,75;0,32;0,36;-0,16;-0,34;-0,01;0,25;0,52;0,67;0,27;0,45;-0,05;48,33;1,88;-1,2;-0,51;-0,38;-0,22;0,05;-0,01;0,04;0,13;0,02;-0,08;0,09;1
43,81;1,33;0,5;0,97;0,35;0,12;0,29;0,43;0,03;-0,35;-0,36;-0,1;0,02;48,66;1,82;-1,14;-0,47;-0,4;-0,25;0,03;-0,05;0,03;0,04;-0,08;-0,11;0,12;1
40,55;2,12;-0,1;0,98;0,52;0,65;0,37;-0,18;-0,12;0,4;0,13;0,47;-0,03;48,79;1,85;-1,19;-0,48;-0,31;-0,18;0,06;-0,11;-0,04;0,02;-0,06;-0,05;0,11;1
41,02;2,24;0,35;0,56;0,01;0,16;0,55;0,25;0,15;0,07;-0,61;0,49;0,01;48,63;1,99;-1,05;-0,25;-0,13;-0,03;0,2;-0,01;0,07;0,15;-0,01;0,04;0,14;1
40,37;1,74;-0,62;-0,15;-0,34;0,1;-0,65;-0,4;-0,23;-0,49;-0,63;0,09;0,34;47,26;2;-0,93;-0,24;-0,2;0,02;0,17;-0,05;0,01;0,07;-0,04;0,11;0,15;1
38,74;1,6;-0,88;0,22;-0,53;0,3;0,06;0,03;-0,04;0,23;-0,18;-0,34;-0,14;45,59;1,97;-0,76;-0,21;-0,32;0,06;0,17;0;-0,01;0,06;-0,06;0,15;0,11;1
41,37;3,13;0,05;-0,12;-1,33;0;-0,35;-0,3;0,09;-0,26;-0,7;-0,4;0;44,38;1,99;-0,42;-0,14;-0,46;0,09;0,07;0,01;-0,06;0,01;-0,18;0,12;0,06;1
54,57;0,34;-1,49;-0,84;0,63;0,58;-0,48;-0,53;0;-0,14;-0,83;-0,6;0,29;44,31;1,98;-0,42;-0,05;-0,3;0,18;0,06;-0,06;-0,07;0;-0,28;0,02;0,08;1
55,48;1,24;-2,47;-0,11;0,25;0,25;-0,38;-0,21;0,18;0,31;-0,76;-0,6;0,36;44,81;1,74;-0,49;0,08;-0,16;0,18;-0,05;-0,05;0,01;0;-0,41;-0,06;0,1;1
53,33;2,2;-2,66;-1,32;-0,05;-0,17;-0,37;0,04;0,2;-0,37;-0,15;-0,02;0,31;45,19;1,77;-0,7;0,06;-0,07;0,17;-0,1;-0,06;0,08;0,01;-0,38;-0,05;0,11;1
52,47;3,31;-2,62;-1,2;-0,61;0,19;0,27;-0,5;-0,04;0,78;0,11;0,3;0,59;46,17;1,92;-0,99;-0,1;-0,11;0,22;-0,07;-0,14;0,02;0,02;-0,4;-0,07;0,18;1
50,42;3,72;-2,68;-0,41;-2,28;0,17;0,83;-0,23;-0,27;0,5;0,3;-0,04;0,07;46,83;2,16;-1,31;-0,24;-0,37;0,22;-0,01;-0,2;-0,01;0,1;-0,33;-0,06;0,18;1
49,06;2,13;-0,61;-0,24;-2,13;-0,14;0,84;0,01;0,44;0,54;0,03;0,1;0,4;47,68;2,16;-1,36;-0,36;-0,64;0,14;0,03;-0,18;0,05;0,12;-0,34;-0,1;0,22;1
43,98;2,49;0,36;0,2;-0,46;0,03;0,63;-0,21;-0,08;0,59;0,53;0,47;-0,03;47,98;2,19;-1,36;-0,4;-0,69;0,13;0,04;-0,23;0,03;0,17;-0,23;-0,1;0,22;1
40,51;2,27;0,57;1,22;0,35;0,68;0,5;0,08;-0,47;-0,52;-0,08;0,3;0,14;47,99;2,24;-1,24;-0,26;-0,62;0,19;0,15;-0,18;0;0,17;-0,17;-0,08;0,2;1
39,28;2,34;-0,97;0,67;0,88;1,2;0,62;0,6;0,21;0,25;0,61;0,06;-0,32;48,05;2,32;-1,25;-0,21;-0,48;0,28;0,21;-0,13;0,02;0,17;-0,09;-0,04;0,18;1
41,05;2,21;-0,14;0,77;0,52;0,36;-0,24;0,03;0,21;0,17;-0,36;0,03;-0,06;48,02;2,22;-1,27;-0,12;-0,29;0,32;0,22;-0,09;0,04;0,21;-0,06;0;0,18;1
38,89;1,66;-0,91;0,96;0,59;1;0,4;0,5;0,41;-0,53;-0,67;-0,26;-0,12;46,45;2,36;-1,21;0,06;-0,3;0,36;0,31;0,01;0,08;0,17;-0,04;0,04;0,13;1
40,09;2,27;-0,93;0,97;0,35;0,72;0,04;0,3;-0,64;-0,32;-0,32;0,1;-0,05;44,91;2,46;-1,06;0,16;-0,29;0,4;0,35;0,06;0;0,11;0;0,11;0,09;1
44,59;0,97;-0,53;-0,13;-0,2;-0,45;-0,41;-0,05;-0,32;-0,34;-0,38;-0,09;-0,05;44,03;2,34;-0,85;0,28;-0,3;0,38;0,35;0,05;-0,06;0,11;-0,02;0,1;0,06;1
53,76;1,16;-1,81;-0,37;0,73;0,36;0,21;-0,7;-0,34;0,23;-0,72;-0,63;0,46;44,16;2,12;-0,77;0,36;-0,17;0,39;0,34;0,03;-0,09;0,06;-0,11;0,01;0,04;1
54,45;1,97;-2,46;0,24;1,39;-0,58;0,04;-0,23;0,25;0,39;-0,47;-1,06;0,31;44,57;1,95;-0,74;0,43;0,2;0,32;0,26;0,03;-0,03;0,05;-0,18;-0,1;0,07;1
56,99;1,26;-2,67;-0,42;0,53;-0,11;0,56;0,59;0,16;0,23;0,15;-0,18;-0,17;45,36;1,86;-0,95;0,41;0,47;0,32;0,24;0,09;-0,06;0,01;-0,17;-0,12;0,01;1
55,37;1,61;-1,63;-1,14;-0,6;-0,08;-0,16;-0,21;-0,29;0,31;0,23;-0,12;-0,47;46,5;1,77;-1,15;0,28;0,45;0,31;0,16;0,09;-0,08;-0,01;-0,2;-0,18;-0,03;1
51,22;3,92;-2,56;-0,89;-1,07;-0,38;0,22;-0,12;-0,55;0,1;-0,24;-0,41;-0,08;47,57;1,94;-1,46;0,07;0,31;0,2;0,13;0,07;-0,09;0,05;-0,22;-0,25;-0,05;1
50,7;1,89;-0,47;-0,82;-0,92;-0,17;0,45;0,12;-0,61;-0,45;-0,38;-0,09;0,21;48,71;1,89;-1,41;-0,08;0,13;0,07;0,11;0,02;-0,17;-0,02;-0,32;-0,27;0;1
47,4;1,62;0,39;0,19;-0,51;-0,21;-0,23;-0,57;0,18;0,73;0,16;-0,14;-0,21;49,35;1,83;-1,36;-0,14;0,03;0,01;0,11;-0,04;-0,17;0,03;-0,26;-0,29;-0,02;1
41,81;1,74;-0,04;0,93;0,66;0,4;0,54;0;-0,08;0,16;-0,36;0,28;0,64;49,64;1,84;-1,27;-0,14;0,04;-0,05;0,13;-0,09;-0,22;0,1;-0,23;-0,23;0,06;1
42,04;1,79;-0,79;-0,32;0,28;0,28;0,27;0,58;0,42;0,52;0,41;0,41;0,08;49,83;1,79;-1,26;-0,27;0,03;-0,1;0,15;-0,06;-0,12;0,19;-0,16;-0,2;0,07;1
40,89;1,17;-0,3;0,38;-0,06;0,42;0,17;0,41;0,08;-0,13;-0,62;0,01;-0,21;49,46;1,81;-1,23;-0,22;0,04;-0,01;0,21;-0,01;-0,08;0,21;-0,18;-0,19;0,06;1
40,51;1,4;-0,43;0,45;0,68;0,98;0,52;0,81;0,24;-0,37;-0,12;-0,01;-0,13;48,14;1,84;-1,1;-0,14;0,04;0,05;0,24;0,14;-0,02;0,15;-0,12;-0,13;0;1
42,17;0,83;0,27;0,3;-0,09;0,14;0,2;0,43;0,02;-0,12;-0,24;-0,08;-0,16;46,91;1,72;-0,82;-0,13;-0,11;0,13;0,25;0,2;-0,04;0,1;-0,1;-0,03;-0,05;1
42,67;2,78;-0,37;-0,2;-1,08;-0,34;-0,31;-0,19;-0,22;-0,17;-0,44;0,1;0,06;45,48;1,87;-0,59;-0,11;-0,27;0,1;0,17;0,13;-0,08;0,06;-0,16;-0,01;-0,03;1
44,2;2,75;-0,43;-0,78;-1,31;-0,64;-0,1;0,05;-0,61;-0,74;-0,48;0,06;-0,2;44,36;1,99;-0,47;-0,08;-0,34;0,05;0,17;0,15;-0,11;-0,05;-0,23;0,01;0;1
53,07;2,24;-2,37;-0,12;0,53;-0,26;0,09;-0,58;-0,03;0,32;-0,33;-0,71;0,32;44,55;1,82;-0,45;0;-0,18;0,06;0,16;0,11;-0,06;-0,02;-0,24;-0,02;0,04;1
56,21;0,66;-2,21;-0,61;0,35;-0,15;-0,31;0,01;0,14;0,86;-0,12;-0,36;0,47;45,1;1,7;-0,63;0,02;-0,06;0,06;0,08;0,1;0,01;0,11;-0,21;-0,04;0,07;1
56,51;0,48;-2,5;-1,05;0,33;0,52;0,08;0,19;0,17;0,85;0,74;0,63;0,57;46,01;1,58;-0,92;-0,1;0,03;0,14;0,11;0,17;0,01;0,12;-0,16;0,03;0,15;1
54,82;1,65;-1,67;-1,28;-0,63;-0,25;-0,14;0,05;-0,07;0,36;0,09;-0,24;-0,47;47,31;1,57;-1,08;-0,32;-0,1;0,07;0,05;0,18;0,01;0,14;-0,11;-0,02;0,03;1
52,86;2,48;-1,73;-1,49;-0,85;0;0,4;-0,19;-0,43;0,16;0,29;0,46;-0,05;48,39;1,64;-1,17;-0,44;-0,21;0,04;0,06;0,1;-0,07;0,1;-0,12;-0,01;0,02;1
53,31;0,24;-0,8;-1,04;-0,78;0,08;0,19;0,3;0,05;0,06;0,15;0,44;0,35;49,63;1,55;-1,22;-0,58;-0,29;0,01;0,06;0,09;-0,07;0,12;-0,05;0,03;0,08;1
42,51;3,24;0,08;0,34;-0,47;-0,11;-0,35;-0,26;0,38;0,56;0,75;0;-0,41;49,83;1,74;-1,17;-0,59;-0,4;-0,1;-0,02;-0,02;-0,06;0,21;0,04;0,03;0,05;1
44,21;1,42;0,74;0,75;-0,12;0,24;0,58;0,42;0,38;0,32;0,38;0,36;-0,33;50,04;1,79;-1,13;-0,55;-0,4;-0,09;0,01;-0,02;-0,02;0,26;0,1;0,07;0,03;1
41,58;1,97;0,26;1,27;-0,43;0,73;0,37;-0,21;0,67;0,37;0,26;0,42;0,19;49,93;1,71;-1,06;-0,4;-0,34;0,02;0,08;-0,02;0,07;0,31;0,17;0,11;0,05;1
42,91;1,1;-0,03;0,19;-0,65;0,1;0,24;-0,74;0,08;0,11;-0,31;0,27;-0,13;49,8;1,55;-1,02;-0,3;-0,27;0,09;0,11;-0,1;0,13;0,4;0,19;0,13;0,05;1
40,89;1,82;0,22;1,22;0,15;0,7;0,2;0,46;0,28;0,22;0,1;0,17;0,07;48,58;1,51;-0,77;-0,17;-0,31;0,19;0,13;0;0,17;0,39;0,23;0,22;0,03;1
42,42;0,97;-0,13;0,46;0,68;1;0,17;-0,54;-0,38;0,34;0,34;0,71;0,76;47,2;1,54;-0,56;-0,06;-0,28;0,3;0,17;-0,05;0,11;0,33;0,28;0,32;0,06;1
42,26;3,11;-0,38;-0,51;-0,96;-0,3;-0,08;-0,23;0,05;0,15;-0,41;0,15;0,43;45,78;1,8;-0,34;-0,01;-0,41;0,22;0,16;-0,09;0,1;0,26;0,16;0,27;0,04;1
54,78;1,03;-1,51;-0,8;0,21;0,45;-0,04;-0,16;0,14;0,51;-0,07;-0,36;-0,01;45,77;1,74;-0,33;0,04;-0,32;0,29;0,17;-0,11;0,12;0,28;0,15;0,26;0,09;1
55,66;2,04;-2,26;-0,13;0,97;0,33;0,14;-0,45;0,26;0,25;-0,17;-0,71;0,2;46,05;1,69;-0,38;0,18;-0,14;0,32;0,14;-0,14;0,19;0,29;0,1;0,15;0,11;1
55,77;1,36;-2,82;-0,79;0,95;-0,41;-0,08;0,07;0,24;0,21;-0,11;-0,46;0,13;46,3;1,81;-0,58;0,2;0,03;0,27;0,11;-0,16;0,21;0,3;0,08;0,06;0,09;1
53,69;3,13;-2,76;-0,73;0,16;0,13;0,53;0,02;-0,27;0,27;0,64;0,26;-0,23;47,42;1,79;-0,87;0,09;0,09;0,3;0,2;-0,14;0,14;0,27;0,06;0,08;0,11;1
51,92;2,4;-2,89;-1,42;-2,34;-0,75;-0,43;-0,43;-0,53;0,1;-0,27;-0,15;0,04;48,19;1,89;-1,23;-0,12;-0,13;0,2;0,1;-0,22;0,05;0,25;0;0,03;0,15;1
49,67;3,1;-1,43;-0,81;-2,21;-0,6;0,71;0,05;-0,22;0,23;0,14;-0,82;-0,09;49;2,01;-1,4;-0,33;-0,31;0,07;0,14;-0,2;-0,04;0,24;-0,01;-0,09;0,12;1
50,82;1,47;-0,01;-0,53;-0,78;0,12;0,62;0,33;-0,55;-0,3;-0,13;0,17;0,38;49,79;2,04;-1,4;-0,4;-0,32;0,07;0,17;-0,09;-0,1;0,2;0,01;-0,1;0,17;1
42,48;2,93;0,3;0,4;-0,32;0,72;0,35;0,69;0,75;0,45;0,48;0,32;0,19;49,95;2,15;-1,39;-0,49;-0,37;0,07;0,19;-0,07;-0,05;0,22;0,04;-0,09;0,18;1
41,77;0,53;0,17;0,95;0,49;0,48;0,23;0,72;1,07;0,55;0,35;0,68;0,31;49,88;2,11;-1,36;-0,44;-0,39;0,02;0,2;0,06;0,09;0,24;0,05;-0,09;0,14;1
40,45;2,03;-0,13;0,85;0,38;0,36;0,46;0,49;0,21;-0,11;-0,13;0,3;0,01;49,7;2;-1,33;-0,3;-0,25;0,08;0,25;0,13;0,11;0,22;0,07;-0,08;0,1;1
39,93;2,79;0,23;1,42;0,17;0,87;0,48;0,83;-0,47;-0,36;-0,65;-0,23;-0,16;48,22;2,18;-1,16;-0,08;-0,25;0,13;0,3;0,23;0,05;0,13;0,01;-0,06;0,08;1
39,49;1,48;-1,14;0,9;0,66;1,15;0,46;0;-0,83;-0,7;-0,59;-0,1;-0,08;46,6;2,12;-1,05;0,02;-0,29;0,21;0,33;0,28;-0,06;0,03;-0,03;0;0,05;1
41,56;1,73;-0,01;0,78;0,39;0,36;-0,07;0,64;-0,16;-0,11;0,03;-0,46;-0,1;45,18;2,16;-0,77;0,18;-0,34;0,28;0,34;0,33;-0,1;0;-0,01;0;0,03;1
41,61;3,1;-0,53;-0,49;-0,84;-0,38;0,11;0,54;0,51;0,69;0,06;0,16;0,27;43,97;2,16;-0,54;0,21;-0,44;0,23;0,29;0,38;-0,02;0,04;-0,07;-0,01;0,08;1
50,69;2,93;-1,59;-0,74;-0,42;0,92;0,09;-0,77;0,31;-0,02;0;-0,52;-0,66;43,85;2,21;-0,41;0,27;-0,25;0,4;0,35;0,35;0,06;0,03;-0,04;-0,05;0,01;1
55,62;1,02;-2,21;-0,83;0,38;-0,2;-0,89;-0,85;-0,22;0,05;-0,74;-0,46;0,19;44,44;2;-0,49;0,27;0,01;0,44;0,19;0,26;0,06;0,01;-0,13;-0,01;0,04;1
56,08;2,3;-2,64;-0,21;0,85;-0,31;-0,28;-0,35;0,33;0,24;-0,03;-0,67;0,27;44,97;2,08;-0,75;0,3;0,17;0,4;0,1;0,19;0,15;0,07;-0,12;-0,1;0,03;1
53,53;3,17;-3,42;-0,97;0,51;-0,46;0,17;-0,41;0,13;0,1;0,7;0,33;-0,09;46,07;2,11;-1,13;0,17;0,26;0,28;0,08;0,08;0,09;0,03;-0,1;-0,1;0;1
52,88;1,07;-1,4;-1,66;-0,84;0,15;0,16;0,08;-0,26;-0,03;0,5;0,84;0,39;47,18;2,16;-1,28;-0,09;0,12;0,25;0,07;0,02;-0,04;-0,02;-0,09;-0,08;0;1
54;0,58;-0,72;-0,96;-0,93;-0,28;0,05;0,44;0,09;-0,05;-0,2;0,2;0,28;48,54;2,02;-1,34;-0,28;-0,01;0,18;0,03;0,01;-0,06;-0,02;-0,09;-0,09;0,03;1
46,55;3,49;-0,64;-0,77;-1,83;-0,02;0,51;0,48;-0,1;0,57;0,39;0,08;0,3;49,2;2,09;-1,43;-0,5;-0,21;0,09;0,03;-0,02;-0,02;0,07;0,01;-0,06;0,08;1
45,89;1,19;0,06;0,25;0,88;-0,26;0,3;-0,37;-0,22;0,37;0,04;0,25;0,03;49,84;2,06;-1,31;-0,56;-0,18;-0,05;0,02;-0,06;0,04;0,18;0,07;-0,03;0,09;1
45,41;1,33;0,65;0,33;-0,13;0,01;-0,04;0,49;-0,01;-0,12;-0,16;-0,11;0,39;50,23;2,02;-1,24;-0,61;-0,24;-0,08;0,02;-0,07;0,06;0,18;0,06;0,01;0,14;1
41,18;1,36;-0,47;0,81;0,43;0,91;0,28;0,42;0,52;0,77;-0,24;-0,33;-0,24;50,18;1,84;-1,24;-0,48;-0,11;0,05;0,04;-0,09;0,06;0,19;0,03;-0,04;0,09;1
41,34;1,96;-0,39;0,41;0,96;0,72;0,34;0,03;0,25;0,15;0,06;-0,2;0,06;49,25;1,75;-1,12;-0,36;0,03;0,02;0,06;-0,01;0,05;0,2;0,03;-0,01;0,16;1
40,82;1,08;-0,99;-0,13;-0,28;-0,02;-0,22;0,07;-0,2;0,17;0,06;-0,14;0,05;47,77;1,75;-1;-0,29;-0,04;0,04;0,13;0,09;0,05;0,22;0,11;0,03;0,14;1
42,67;2,6;0,08;-0,29;-0,47;-0,47;-0,34;-0,12;-0,03;0,08;0,06;-0,56;-0,07;46,43;1,78;-0,72;-0,3;-0,17;0,03;0,12;0,11;0,02;0,2;0,12;0,04;0,11;1
51,33;1,58;-1,05;-1,65;-0,27;0,75;0,09;-0,94;-0,71;0,32;0,15;-0,56;0,22;46,21;1,62;-0,49;-0,37;-0,25;0,15;0,11;0,06;-0,07;0,22;0,07;-0,05;0,14;1
56,96;-0,16;-1,69;-0,3;0,78;0,36;-0,17;-0,26;-0,09;-0,02;-0,36;-0,11;0,43;46,61;1,5;-0,52;-0,23;-0,09;0,17;0,08;0,02;-0,05;0,22;-0,02;-0,15;0,15;1
55,79;1,88;-2,98;-0,14;0,96;-0,72;0,17;-0,28;0,27;0,57;-0,02;-0,73;0,68;46,79;1,63;-0,74;-0,15;0,1;0,13;0,09;-0,05;-0,03;0,29;0;-0,24;0,19;1
55,27;1,67;-3,13;-1,25;0,01;-0,55;0,22;-0,6;-0,29;0,27;0,22;-0,12;0,18;47,66;1,45;-0,99;-0,2;0,29;0,07;0,06;-0,16;-0,05;0,26;-0,02;-0,26;0,17;1
51,2;4,12;-2,33;-0,53;-0,85;0,25;0,54;-0,65;0,01;-0,01;-0,34;-0,59;-0,12;48,2;1,74;-1,23;-0,27;0,11;0,12;0,09;-0,19;-0,03;0,22;-0,06;-0,34;0,16;1
49,92;3,36;-1,31;-0,75;-1,4;0,2;0,91;-0,19;-0,33;0,59;-0,25;-0,43;-0,73;48,65;1,94;-1,43;-0,38;-0,01;0,14;0,18;-0,25;-0,06;0,29;-0,07;-0,38;0,05;1
49,52;1,15;0,08;-0,51;-0,7;-0,24;0,3;0,64;-0,18;-0,63;-0,3;0,41;0,76;49,48;1,92;-1,37;-0,51;-0,12;0,03;0,18;-0,23;-0,13;0,15;-0,07;-0,3;0,15;1
42,57;3,02;0,2;0,9;-0,41;-0,17;0,33;0,05;0,89;0,56;0,03;0,53;-0,03;49,6;2,03;-1,31;-0,47;-0,26;-0,06;0,18;-0,23;-0,07;0,19;-0,08;-0,23;0,14;1
40,71;3,1;-0,33;0,65;0,13;0,52;0,05;0,25;0,24;0,72;0,39;0,23;-0,25;49,59;2,23;-1,25;-0,39;-0,22;-0,01;0,21;-0,21;-0,02;0,25;-0,04;-0,19;0,11;1
41,22;2,45;-0,17;0,21;0,01;0,63;0,16;0,32;0,13;-0,19;-0,59;-0,13;-0,34;49,45;2,22;-1,27;-0,34;-0,17;0,1;0,26;-0,17;-0,01;0,22;-0,11;-0,15;0,08;1
41,59;1,56;0,6;1,11;0,45;-0,13;-0,19;-0,14;-0,1;-0,08;-0,15;0,16;0,15;48,47;2,21;-1,11;-0,06;-0,1;0,02;0,23;-0,09;0,06;0,18;-0,14;-0,08;0,07;1
40,24;2,06;0,03;0,38;0,04;0,77;0,95;0,05;0,36;0,12;-0,38;0,06;0,2;46,8;2,44;-0,93;0,01;-0,17;0,06;0,34;-0,06;0,1;0,19;-0,14;-0,06;0,05;1
40,25;1,1;-0,16;0,47;0,05;0,36;0,54;0,42;-0,02;0,09;-0,51;-0,4;-0,35;45,25;2,36;-0,65;0,07;-0,27;0,16;0,38;0,01;0,07;0,14;-0,19;-0,03;-0,05;1
41,61;3,41;-0,09;0,04;-1,06;-0,37;-0,31;0,26;0,18;0,03;-0,36;0;0,02;43,88;2,53;-0,35;0,2;-0,37;0,18;0,33;0,1;0,12;0,12;-0,25;-0,01;-0,07;1
53,95;0,97;-1,4;-0,2;0,48;0,53;-0,1;-0,46;-0,15;0,38;-0,32;-0,27;-0,13;44,16;2,22;-0,25;0,23;-0,24;0,21;0,26;0,12;0,1;0,16;-0,24;0,02;-0,07;1
